t,x,z,a,d
0.5779998302459717,"[0.002638718578964472, 0.004793373867869377]",0.39199998825788496,backward,False
1.4819998741149902,"[0.0021217663306742907, 0.017438329756259918]",0.42849998697638514,backward,False
2.425999879837036,"[0.0017536003142595291, 0.020280418917536736]",0.3494999919086694,backward,False
3.372999906539917,"[0.00013683665019925684, 0.03261440619826317]",0.4184999868273735,backward,False
4.3459999561309814,"[-0.0015577481826767325, 0.045711394399404526]",0.4497499853372574,backward,False
5.257999897003174,"[-0.0035707312636077404, 0.06107054278254509]",0.41099998280406,backward,False
6.221999883651733,"[-0.004723269958049059, 0.0691080093383789]",0.3922499895095825,stay,False
6.886999845504761,"[-0.011706038378179073, 0.07446195930242538]",0.41299998611211775,stay,False
7.504999876022339,"[-0.014577653259038925, 0.08363658934831619]",0.41399998888373374,stay,False
8.14299988746643,"[-0.01564314216375351, 0.09176309406757355]",0.4564999848604202,stay,False
8.682999849319458,"[-0.016678301617503166, 0.09969855099916458]",0.41949998661875726,stay,False
9.221999883651733,"[-0.017712660133838654, 0.10762634128332138]",0.4209999851882458,stay,False
9.822999954223633,"[-0.01874791644513607, 0.11556227505207062]",0.40624998733401296,stay,False
10.349999904632568,"[-0.019809236750006676, 0.12372010201215744]",0.41449998691678047,stay,False
11.05299997329712,"[-0.021421656012535095, 0.13605795800685883]",0.3979999855160713,stay,False
11.672999858856201,"[-0.022813277319073677, 0.14677414298057556]",0.4184999853372574,stay,False
12.241999864578247,"[-0.02393064834177494, 0.15528973937034607]",0.4264999873936176,stay,False
13.049999952316284,"[-0.025213439017534256, 0.1651468276977539]",0.4074999913573265,stay,False
13.667999982833862,"[-0.026680883020162582, 0.17637629806995392]",0.4002499859780073,stay,False
14.220999956130981,"[-0.027864450588822365, 0.1854768544435501]",0.4032499842345715,stay,False
14.783999919891357,"[-0.029094917699694633, 0.1948947012424469]",0.4052499897778034,stay,False
15.421000003814697,"[-0.03013192117214203, 0.20282068848609924]",0.43124998509883883,stay,False
15.993000030517578,"[-0.03116733580827713, 0.21075712144374847]",0.43999998793005946,stay,False
16.615000009536743,"[-0.03226950019598007, 0.21924389898777008]",0.4227499820291996,stay,False
17.20799994468689,"[-0.033572256565093994, 0.22923550009727478]",0.39324998334050176,stay,False
17.81599998474121,"[-0.03487557917833328, 0.2391813099384308]",0.4097499899566174,stay,False
18.48099994659424,"[-0.036349404603242874, 0.2504793107509613]",0.39224998578429227,stay,False
19.06500005722046,"[-0.0373767726123333, 0.2583526074886322]",0.39049998447299006,stay,False
19.63599991798401,"[-0.03841080889105797, 0.2662782371044159]",0.4209999829530716,stay,False
20.251999855041504,"[-0.039575811475515366, 0.2751436233520508]",0.4387499883770942,stay,False
20.866999864578247,"[-0.04082165285944939, 0.2848081886768341]",0.4467499889433384,stay,False
21.602999925613403,"[-0.04255949705839157, 0.29807746410369873]",0.4062499850988388,stay,False
22.194000005722046,"[-0.043586183339357376, 0.30595001578330994]",0.3644999906420708,stay,False
22.88100004196167,"[-0.044741593301296234, 0.31485891342163086]",0.38774999305605884,stay,False
23.54099988937378,"[-0.046342939138412476, 0.3270922303199768]",0.37974998727440834,stay,False
24.141000032424927,"[-0.047596853226423264, 0.3367399573326111]",0.38424998372793195,stay,False
24.711999893188477,"[-0.04875661060214043, 0.34558340907096863]",0.3979999855160713,stay,False
25.289999961853027,"[-0.0497959740459919, 0.35354554653167725]",0.37749999240040777,stay,False
25.869999885559082,"[-0.050829920917749405, 0.36147186160087585]",0.38599999248981476,stay,False
26.64299988746643,"[-0.05246933922171593, 0.37403881549835205]",0.36199999414384365,stay,False
27.305999994277954,"[-0.05393500626087189, 0.3852803707122803]",0.40249998718500135,stay,False
27.89400005340576,"[-0.054970093071460724, 0.39320653676986694]",0.38049999102950094,stay,False
28.486999988555908,"[-0.05600498989224434, 0.4011424481868744]",0.3597499892115593,stay,False
29.10800004005432,"[-0.05710683763027191, 0.4096282720565796]",0.38174999207258226,stay,False
29.733999967575073,"[-0.058677125722169876, 0.4216351807117462]",0.37874998673796656,stay,False
30.365999937057495,"[-0.0600799061357975, 0.43234995007514954]",0.4059999905526638,stay,False
30.973000049591064,"[-0.061169859021902084, 0.44081711769104004]",0.39049998819828036,stay,False
31.625999927520752,"[-0.06221466884016991, 0.44874057173728943]",0.3429999958723784,stay,False
32.24000000953674,"[-0.06343860179185867, 0.4581509828567505]",0.3744999885559082,stay,False
32.861000061035156,"[-0.06479784846305847, 0.4685574173927307]",0.4062499895691872,stay,False
33.46499991416931,"[-0.06615861505270004, 0.4790247678756714]",0.3752499923110008,stay,False
34.05399990081787,"[-0.06739694625139236, 0.48846063017845154]",0.3682499930262566,stay,False
34.65299987792969,"[-0.06842432916164398, 0.49633368849754333]",0.39549998939037323,stay,False
35.23099994659424,"[-0.06945867836475372, 0.5042617321014404]",0.38124999180436137,stay,False
35.84299993515015,"[-0.07051648944616318, 0.5123904943466187]",0.3947499878704548,stay,False
36.42799997329712,"[-0.07171470671892166, 0.5216148495674133]",0.3979999959468842,stay,False
36.98699998855591,"[-0.0729026347398758, 0.5306810140609741]",0.39599999189376833,stay,False
37.626999855041504,"[-0.07450596988201141, 0.5429931282997131]",0.3782499887049198,stay,False
38.223000049591064,"[-0.07566507160663605, 0.5518339276313782]",0.3952499903738499,stay,False
38.86399984359741,"[-0.07670392841100693, 0.5597967505455017]",0.3924999937415123,stay,False
39.45700001716614,"[-0.07773806154727936, 0.5677228569984436]",0.41449998691678047,stay,False
40.0,"[-0.07879578322172165, 0.5758523941040039]",0.4017499893903732,stay,False
40.58899998664856,"[-0.07999423146247864, 0.5850754976272583]",0.4004999861121178,stay,False
41.19700002670288,"[-0.0814473032951355, 0.5961542725563049]",0.4032499879598618,stay,False
41.91700005531311,"[-0.08291329443454742, 0.6073910593986511]",0.3847499888390303,stay,False
42.51900005340576,"[-0.08394749462604523, 0.6153183579444885]",0.3739999912679195,stay,False
43.13699984550476,"[-0.0850592777132988, 0.6237637996673584]",0.4044999897480011,stay,False
43.79699993133545,"[-0.0866217389702797, 0.635816216468811]",0.3852499909698963,stay,False
44.36500000953674,"[-0.08781896531581879, 0.6450111269950867]",0.40549999102950096,stay,False
44.95299983024597,"[-0.08908837288618088, 0.6547908186912537]",0.37099999114871024,stay,False
45.67400002479553,"[-0.09015803784132004, 0.6629172563552856]",0.3947499915957451,stay,False
46.24600005149841,"[-0.09121927618980408, 0.6710454821586609]",0.40324999466538425,stay,False
46.794999837875366,"[-0.09234841167926788, 0.6797632575035095]",0.38149999752640723,stay,False
47.3989999294281,"[-0.09368836879730225, 0.6899977326393127]",0.3844999946653843,stay,False
48.00999999046326,"[-0.09506526589393616, 0.7005631923675537]",0.4054999902844429,stay,False
48.64999985694885,"[-0.09637624770402908, 0.7105756402015686]",0.37649998962879183,stay,False
49.23300004005432,"[-0.09740143269300461, 0.7184469699859619]",0.3902499876916409,stay,False
49.84699988365173,"[-0.09843730181455612, 0.7263798117637634]",0.3837499938905239,stay,False
50.45799994468689,"[-0.09964897483587265, 0.7357414960861206]",0.35274998992681506,stay,False
51.062000036239624,"[-0.10102413594722748, 0.7462059259414673]",0.39199998825788496,stay,False
51.651999950408936,"[-0.10240089893341064, 0.7566279172897339]",0.41074998304247856,stay,False
52.28600001335144,"[-0.10362151265144348, 0.7661171555519104]",0.3867499873042107,stay,False
52.894999980926514,"[-0.10464611649513245, 0.7739786505699158]",0.3849999897181988,stay,False
53.55399990081787,"[-0.10579617321491241, 0.7828364372253418]",0.3427499942481518,stay,False
54.200000047683716,"[-0.10731951147317886, 0.7944712042808533]",0.37874999344348903,stay,False
54.793999910354614,"[-0.10859561711549759, 0.8042325377464294]",0.4029999814927578,stay,False
55.39100003242493,"[-0.10981784760951996, 0.8136450052261353]",0.36724999099969863,stay,False
56.00600004196167,"[-0.11085537821054459, 0.8215684294700623]",0.38974998965859414,stay,False
56.58899998664856,"[-0.1118912547826767, 0.8295079469680786]",0.3629999943077564,stay,False
57.27900004386902,"[-0.1133529469370842, 0.8407407402992249]",0.3697499889880419,stay,False
57.85800004005432,"[-0.11465279012918472, 0.8506487011909485]",0.3482499927282333,stay,False
58.47599983215332,"[-0.11602376401424408, 0.8612446784973145]",0.36049999222159385,stay,False
59.07599997520447,"[-0.11706512421369553, 0.8691691756248474]",0.37699998915195465,stay,False
59.73300004005432,"[-0.11810056865215302, 0.877102255821228]",0.3817499928176403,stay,False
60.375,"[-0.11947561055421829, 0.8876950740814209]",0.3637499935925007,stay,False
61.013999938964844,"[-0.12101096659898758, 0.8994221687316895]",0.39849999025464056,stay,False
61.66700005531311,"[-0.1222400963306427, 0.9088296890258789]",0.3409999892115593,stay,False
62.28600001335144,"[-0.12327489256858826, 0.9167625308036804]",0.3704999886453152,stay,False
62.87599992752075,"[-0.12433253228664398, 0.9248910546302795]",0.360999995470047,stay,False
63.460999965667725,"[-0.12553094327449799, 0.9341151714324951]",0.3727499954402447,stay,False
64.06900000572205,"[-0.12698473036289215, 0.9451939463615417]",0.3967499904334545,stay,False
64.68299984931946,"[-0.1283789873123169, 0.9559085965156555]",0.37124999314546586,stay,False
65.33299994468689,"[-0.12948136031627655, 0.9643686413764954]",0.3749999895691872,stay,False
65.96499991416931,"[-0.13051924109458923, 0.9722963571548462]",0.3477499961853027,stay,False
66.56599998474121,"[-0.1317402720451355, 0.9817061424255371]",0.3729999929666519,stay,False
67.17400002479553,"[-0.13310478627681732, 0.9921137690544128]",0.3742499925196171,stay,False
67.83599996566772,"[-0.1346287578344345, 1.003824234008789]",0.3877499915659428,stay,False
68.52900004386902,"[-0.13569334149360657, 1.0119520425796509]",0.40649999156594274,stay,False
69.09999990463257,"[-0.13672912120819092, 1.019891381263733]",0.3784999862313271,stay,False
69.67199993133545,"[-0.1378880888223648, 1.028808832168579]",0.36499999314546583,stay,False
70.26099991798401,"[-0.13913322985172272, 1.038373351097107]",0.40149998739361764,stay,False
70.77699995040894,"[-0.1402616798877716, 1.0469906330108643]",0.40124998763203623,stay,False
71.40499997138977,"[-0.14176727831363678, 1.0585734844207764]",0.37324998900294304,stay,False
72.07299995422363,"[-0.1429385244846344, 1.067487359046936]",0.40349998474121096,stay,False
72.66299986839294,"[-0.1439729630947113, 1.0754148960113525]",0.39099998995661733,stay,False
73.41499996185303,"[-0.14552415907382965, 1.0873067378997803]",0.3677499867975712,stay,False
74.04099988937378,"[-0.14694896340370178, 1.098278522491455]",0.4157499857246876,stay,False
74.66199994087219,"[-0.14811190962791443, 1.1071583032608032]",0.4017499882727862,stay,False
